MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,FEN_IndoorArea,FE_SalePrice_Per_IndoorArea,FEC_ExterQual_dual,FEC_LotShape_dual,FEC_ExterCond_dual,FEC_BsmtQual_dual,FEC_BsmtCond_dual,FEC_BsmtExposure_dual,FEC_BsmtFinType1_dual,FEC_BsmtFinType2_dual,FEC_HeatingQC_dual,FEC_Functional_dual,FEC_KitchenQual_dual,FEC_GarageQual_dual,FEC_GarageFinish_dual,FEC_GarageCond_dual,FEC_PavedDrive_dual,FEC_PoolQC_dual,FEC_Fence_dual,FEC_FireplaceQu_dual,FEC_Alley_dual,FEC_OverallQual_dual,FEC_OverallCond_dual,FEC_BsmtFullBath_dual,FEC_BsmtHalfBath_dual,FEC_FullBath_dual,FEC_HalfBath_dual,FEC_BedroomAbvGr_dual,FEC_KitchenAbvGr_dual,FEC_TotRmsAbvGrd_dual,FEC_Fireplaces_dual,FEC_GarageCars_dual,FEC_YearBuilt_dual,FEC_YearRemodAdd_dual,FEC_MoSold_dual,FEC_YrSold_dual,FEC_GarageYrBlt_dual,FEC_LotArea_dual,FEC_MasVnrArea_dual,FEC_BsmtFinSF1_dual,FEC_BsmtFinSF2_dual,FEC_BsmtUnfSF_dual,FEC_TotalBsmtSF_dual,FEC_1stFlrSF_dual,FEC_2ndFlrSF_dual,FEC_LowQualFinSF_dual,FEC_GrLivArea_dual,FEC_GarageArea_dual,FEC_WoodDeckSF_dual,FEC_OpenPorchSF_dual,FEC_EnclosedPorch_dual,FEC_3SsnPorch_dual,FEC_ScreenPorch_dual,FEC_PoolArea_dual,FEC_MiscVal_dual,FEC_LotFrontage_dual,FEN_YearAfterRemode,FEN_YearAfterbuilt,FEN_TotRmsAbvGrd_Per_GrLivArea,FEN_BsmtTotalbath,FEN_GrLivTotalbath,FEN_Area_comp0,FEN_Area_comp1,FEN_Area_comp2,FEN_Area_comp3,FEN_Area_comp4,FEN_Area_comp5,FEN_Area_comp7
20,RL,91.0,10437,Pave,0,2,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,6,1995,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,660.0,4,4,PConc,3,3,4,6,1696,1,0,413,2109,GasA,5,Y,SBrkr,2113,0,0,2113,1,0,2,1,2,1,3,7,7,1,3,Attchd,1995,3,3,839,3,3,3,236,46,0,0,0,0,0,0,None,0,8,2008,WD,Normal,350000,4222.01,82.89890360278635,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,13,13,0.003312823798947563,1,3,-1.6891334857431797,-0.31689144903477673,0.11439030399740262,-0.004393089488776877,-0.04949068586890234,-0.02352765433305475,0.10109199792373164
60,RL,134.0,19378,Pave,0,2,HLS,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,456.0,4,3,PConc,3,3,2,6,57,1,0,1335,1392,GasA,5,Y,SBrkr,1392,1070,0,2462,1,0,2,1,4,1,3,9,7,1,4,Attchd,2006,2,2,576,3,3,3,239,132,0,168,0,0,0,0,None,0,3,2006,New,Partial,320000,3854.01,83.03040210066916,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0.0036555630968468328,1,3,0.8597420018197047,0.2612646676886959,-0.08561275651849332,-0.10547041648518858,-0.01534310982424479,-0.010233506075254403,0.0864968921747569
90,RL,82.0,11070,Pave,0,1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,7,5,1988,1989,Gable,CompShg,VinylSd,VinylSd,BrkFace,70.0,3,3,CBlock,2,3,1,1,0,1,0,1907,1907,GasA,4,Y,SBrkr,1959,0,0,1959,0,0,3,0,5,2,2,9,7,0,0,2Types,1989,1,3,766,3,3,3,0,0,0,0,0,0,0,0,None,0,7,2006,WD,Family,171000,3866.01,44.23164968533449,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,17,18,0.004594178359275978,0,3,-1.3022233201668307,-0.004415403993438206,-0.36355057948739955,0.04438221061369702,-0.027547177501491122,0.0032393738009677095,-0.010154416239494445
180,RM,21.0,1533,Pave,0,1,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsI,SFoyer,5,7,1970,1970,Gable,CompShg,CemntBd,CemntBd,None,0.0,3,3,CBlock,3,3,3,6,553,1,0,77,630,GasA,5,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,4,3,7,0,0,None,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,None,0,8,2006,WD,Abnorml,92000,1260.01,73.01529352941644,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,36,36,0.004761897203337773,1,1,-2.9443471725523365,-0.3482214180720225,0.1485636834818865,-0.01815127042909854,0.13695204006299697,-0.14700748387219525,-0.02196574410011449
190,RL,62.0,10106,Pave,0,1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1940,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,2,3,1,5,351,3,181,112,644,GasA,4,Y,SBrkr,808,547,0,1355,1,0,2,0,4,2,2,6,7,0,0,None,0,0,0,0,0,0,3,140,0,0,0,0,0,0,0,None,0,9,2008,WD,Normal,127500,1999.01,63.78157187807965,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,9,68,0.004428041012515858,1,2,0.8910750911245005,0.1314593297959132,0.20440386498854035,-0.06573066340250865,0.20642128510267554,-0.04340199070112146,0.004602320111195629
60,RL,111.0,16259,Pave,0,1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,3,3,PConc,4,4,3,1,0,1,0,1249,1249,GasA,5,Y,SBrkr,1249,1347,0,2596,0,0,3,1,4,1,3,9,7,0,0,Attchd,2006,2,3,840,3,3,3,240,154,0,0,0,0,0,0,None,0,9,2006,New,Partial,342643,3845.01,89.11368240914848,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0.003466870775473507,0,4,0.060190289603977,0.3326321647913659,-0.02304585320437432,-0.10111948927737752,-0.06231806896665048,0.03757649256538471,0.047858193518823394
30,RM,0.0,5890,Pave,0,1,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,2,3,3,5,538,1,0,278,816,GasA,5,Y,SBrkr,816,0,0,816,0,0,1,0,2,1,2,5,7,0,0,Detchd,2002,1,1,432,3,3,3,0,0,96,0,0,0,0,0,None,0,6,2008,WD,Normal,120500,1632.01,73.8353318913487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,78,0.006127443471270256,0,1,-0.5525746680762591,-0.2521685239828432,0.015883818341856263,0.002687224386209762,-0.06458144546694738,0.014836325153004228,-0.058993949657559976
20,RL,0.0,7153,Pave,0,1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,88.0,3,3,CBlock,3,3,1,6,1200,1,0,78,1278,GasA,4,Y,SBrkr,1294,0,0,1294,1,0,2,0,3,1,3,6,7,0,0,Attchd,1991,2,2,496,3,3,3,112,51,0,0,0,0,0,2,None,0,6,2008,WD,Normal,179200,2572.01,69.67313501891516,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,17,17,0.004636781578994143,1,2,-1.3789900936704862,-0.3616156701302475,0.18641941418462737,-0.008416098046061818,-0.015934210161877065,-0.034503436847887356,-0.019511589996398182
20,RL,0.0,12692,Pave,0,2,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1992,1993,Hip,CompShg,BrkFace,BrkFace,None,0.0,4,3,PConc,3,3,1,6,1231,1,0,1969,3200,GasA,5,Y,SBrkr,3228,0,0,3228,1,0,3,0,4,1,3,10,7,1,4,Attchd,1992,2,2,546,3,3,3,264,75,291,0,0,0,0,0,None,0,5,2007,WD,Normal,430000,6428.01,66.89473102873207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,14,15,0.0030978924727718482,1,3,-2.189186314007502,-0.15568693261993297,-0.14161316565781895,0.012239473749559865,0.06938056015838659,-0.07611778115202529,-0.022093634632729144
60,RL,0.0,18800,Pave,0,2,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,3,3,PConc,3,3,2,6,712,1,0,84,796,GasA,3,Y,SBrkr,790,784,0,1574,1,0,2,1,3,1,2,6,7,1,3,Attchd,1976,3,2,566,3,3,3,306,111,0,0,0,0,0,0,None,0,7,2006,WD,Normal,190000,2370.01,80.16843810785608,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,30,30,0.0038119416696685707,1,3,3.7673698290995485,0.11435756712718509,0.2884770595461876,-0.18231466501000637,-0.06169443850775221,0.02237342917160445,-0.005827822343833827
60,FV,65.0,8125,Pave,0,1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2007,Gable,CompShg,CemntBd,CemntBd,Stone,100.0,4,3,PConc,3,3,1,6,812,1,0,280,1092,GasA,5,Y,SBrkr,1112,438,0,1550,1,0,2,0,2,1,3,7,7,0,0,Attchd,2007,3,2,438,3,3,3,0,168,0,0,0,0,0,0,None,0,10,2009,WD,Normal,241000,2642.01,91.2184283935337,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,2,3,0.004516126118628311,1,2,-1.0880016985241119,-0.07976851603620236,0.16114234601265115,-0.05479099691230287,-0.0016431109528083291,-0.0319476327120354,-0.01141364668745266
20,RL,0.0,6627,Pave,0,2,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,3,6,1949,1950,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,0,0,0,0,0,0,0,0,0,Floor,3,N,SBrkr,720,0,0,720,0,0,1,0,2,1,2,4,7,0,0,Detchd,1955,1,1,287,3,2,3,0,0,0,0,0,0,0,0,None,0,7,2008,WD,Normal,72500,720.01,100.69304592991764,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,58,59,0.00555554783951689,0,1,5.052536321039695,0.21415008055172485,0.18600256555298655,0.7389778908152534,-0.068819780252848,-0.006027080788985307,-0.018351354520655543
20,RL,65.0,8450,Pave,0,1,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,2,3,1,6,553,4,117,224,894,GasA,5,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,2,5,7,1,4,Detchd,1973,1,1,336,3,3,3,416,144,0,0,0,0,0,3,None,0,4,2010,WD,Normal,138500,1788.01,77.46041688804873,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,45,0.005592834907343505,1,1,0.5644422764846726,-0.24651017009633797,0.03639191798132837,-0.02283928465308411,0.04091524090451711,0.042271700097265226,-0.025853731161271428
20,RL,47.0,16321,Pave,0,2,Lvl,AllPub,CulDSac,Gtl,Names,Norm,Norm,1Fam,1Story,5,6,1957,1997,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,2,3,4,4,1277,1,0,207,1484,GasA,3,Y,SBrkr,1600,0,0,1600,1,0,1,0,2,1,2,6,7,2,4,Attchd,1957,2,1,319,3,3,3,288,258,0,0,0,0,0,0,None,0,12,2006,WD,Normal,207500,3084.01,67.2825315093012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,9,49,0.0037499976562514648,1,1,1.131130155652121,-0.29329198195813233,0.12292769852447058,-0.036998026140937085,0.05977463872830844,-0.08813274816405366,-0.026732003707046176
20,RL,85.0,6970,Pave,0,1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,2,3,1,5,932,1,0,108,1040,GasA,3,Y,SBrkr,1120,0,0,1120,1,0,1,1,3,1,1,5,7,0,0,Attchd,1961,2,2,544,3,3,3,168,0,0,0,0,0,0,0,Shed,400,5,2007,WD,Normal,129000,2160.01,59.72194573173272,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,46,46,0.004464281728319886,1,2,-0.9329096458678182,-0.3282599496357037,0.16215903037696194,0.02342623407282732,-0.04969156263356244,0.001187173598192958,-0.058205037513551224
20,RL,90.0,17217,Pave,0,1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,1,1,0,1,0,1140,1140,GasA,5,Y,SBrkr,1140,0,0,1140,0,0,1,0,3,1,2,6,7,0,0,None,0,0,0,0,0,0,3,36,56,0,0,0,0,0,0,None,0,7,2006,WD,Abnorml,84500,2280.01,37.06124095946947,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.005263153277935721,0,1,3.383744799338962,0.0374793629836979,-0.4104418459215744,-0.07842253613957614,0.12178513233159623,-0.12002894560571871,0.017818339612879673
20,RL,0.0,11423,Pave,0,1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,479.0,4,3,PConc,3,3,3,6,1358,1,0,223,1581,GasA,5,Y,SBrkr,1601,0,0,1601,1,0,2,0,3,1,3,6,7,1,3,Attchd,2001,2,2,670,3,3,3,180,0,0,0,0,0,0,3,Shed,2000,5,2010,WD,Normal,272000,3182.01,85.4805610290351,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,8,9,0.0037476553731072,1,2,-0.5710673326542881,-0.32621731703529067,0.14034362121515473,-0.018302487298702867,-0.056458503377827776,-0.020983786072387045,0.09490211508682199
60,RL,0.0,11250,Pave,0,1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,CemntBd,CemntBd,None,0.0,4,3,PConc,3,3,2,1,0,1,0,1128,1128,GasA,5,Y,SBrkr,1149,1141,0,2290,0,0,2,1,4,1,3,9,7,1,4,Attchd,2002,1,2,779,3,3,3,0,0,0,0,0,0,0,0,None,0,5,2008,WD,Normal,255900,3418.01,74.86812502011404,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,6,6,0.003930129288153149,0,3,-0.876397913700731,0.3115512727911195,-0.035553585300024226,-0.06895006021412678,-0.046909241972324746,0.038862131635541884,-0.04934917357609295
60,RL,69.0,9588,Pave,0,2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CemntBd,Stone,270.0,4,3,PConc,4,3,1,1,0,1,0,1482,1482,GasA,5,Y,SBrkr,1482,1092,0,2574,0,0,2,1,3,1,4,10,7,1,4,BuiltIn,2007,3,3,868,3,3,3,0,148,0,0,0,0,0,0,None,0,11,2007,New,Partial,276000,4056.01,68.04716950895092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0.0038850023756789526,0,3,-1.8036427133614823,0.24236328279357508,-0.09552928487903813,-0.043601489379555096,-0.052098839140755276,0.02965690531863319,0.018315333641072486
50,RL,60.0,9600,Pave,0,1,Lvl,AllPub,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,3,1,1,0,1,0,572,572,Grav,2,N,FuseF,572,524,0,1096,0,0,1,0,2,1,2,5,7,0,0,None,0,0,0,0,0,0,1,0,8,128,0,0,0,0,0,None,0,4,2008,WD,Normal,79000,1668.01,47.36182636794744,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,58,84,0.004562039633175518,0,1,1.5861583900279914,0.31981099059502743,-0.08500453269895054,-0.14874002929496102,0.12722039353598458,-0.10336723339077081,-0.005879644777307398
20,RL,75.0,7500,Pave,0,1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,2,3,1,2,340,3,906,0,1246,GasA,5,Y,SBrkr,1246,0,0,1246,1,0,1,1,3,1,3,6,7,0,0,Attchd,1959,2,1,305,3,3,3,218,0,0,0,0,0,0,4,None,0,5,2010,WD,Normal,154000,2492.01,61.797504825422045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,16,51,0.004815405445099964,1,2,-1.1508308237636755,-0.2001442543656138,0.057970817273305365,0.06091077121081563,0.3100422908484837,0.2713146366145242,0.031123587874989925
20,RL,70.0,9100,Pave,0,1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,2,3,1,4,338,3,466,121,925,GasA,5,Y,SBrkr,925,0,0,925,0,1,1,0,2,1,2,5,7,0,0,Detchd,1965,1,1,429,3,3,3,0,0,0,0,0,0,0,2,None,0,7,2009,WD,Normal,117500,1850.01,63.51317019908001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,44,44,0.005405399561730204,1,1,0.7578089876288809,-0.19286374483004357,0.020118121985280367,0.029246475555705944,0.14176578613520346,0.22676666369628803,-0.0038462088279062885
20,RL,0.0,10708,Pave,0,2,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,2,3,1,2,379,4,768,470,1617,GasA,5,Y,FuseA,1867,0,0,1867,1,0,1,0,2,1,2,7,7,3,4,Attchd,1955,3,1,303,3,3,3,476,0,0,0,142,0,0,2,None,0,11,2009,COD,Normal,190000,3484.01,54.534860692133485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,16,54,0.003749328468490376,1,1,-1.087922216475942,-0.13027090073204925,-0.039768403904604614,0.0877762897196581,0.2378511177257949,0.12183098919865362,0.022444685417162238
60,RL,104.0,21535,Pave,0,2,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,6,1994,1995,Gable,WdShngl,HdBoard,HdBoard,BrkFace,1170.0,5,3,PConc,4,3,4,6,1455,1,0,989,2444,GasA,5,Y,SBrkr,2444,1872,0,4316,0,1,3,1,4,1,4,10,7,2,5,Attchd,1994,3,3,832,3,3,3,382,50,0,0,0,0,0,0,None,0,1,2007,WD,Normal,755000,6760.01,111.68622531623474,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,12,13,0.002316959611455141,1,4,-0.9800956880840452,0.09344130164632962,0.16344533834629163,-0.10139670699812732,-0.0009770232703574184,-0.039665170138661617,0.1285625667456674
60,RL,0.0,29959,Pave,0,3,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,6,1994,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,3,3,1,6,595,1,0,378,973,GasA,5,Y,SBrkr,979,871,0,1850,0,0,2,1,3,1,3,7,7,1,4,BuiltIn,1994,3,2,467,3,3,3,168,98,0,0,0,0,0,0,None,0,1,2009,WD,Normal,248000,2823.01,87.84949397983003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,15,15,0.0037837817384963578,0,3,6.4456969479681385,0.18804890890268583,0.13850009598718485,-0.21653572937480073,0.00081107892013822,-0.024655559644779203,-0.030810358137816244
20,RL,80.0,9600,Pave,0,1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Hip,CompShg,HdBoard,HdBoard,BrkFace,320.0,3,3,CBlock,2,3,1,5,916,1,0,326,1242,GasA,2,Y,SBrkr,1242,0,0,1242,0,0,1,1,3,1,2,6,7,1,3,Attchd,1973,1,2,528,3,3,3,0,0,0,0,0,0,0,0,None,0,9,2007,WD,Normal,175500,2484.01,70.651889485147,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,34,34,0.004830913984771349,0,2,-0.29706486960934364,-0.279767315187803,0.06397958647861911,-0.01984342921173152,-0.05636846699019612,-0.018275561656946014,0.0759938098202043
20,RL,73.0,8688,Pave,0,1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,228.0,4,3,PConc,3,3,3,1,0,1,0,1616,1616,GasA,5,Y,SBrkr,1616,0,0,1616,0,0,2,0,3,1,3,7,7,0,0,Attchd,2005,2,3,834,3,3,3,208,59,0,0,0,0,0,0,None,0,4,2006,WD,Normal,232000,3232.01,71.78195612018527,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0.00433168048782148,0,2,-1.4775072497234767,-0.011294047116632086,-0.3636760067547459,0.044583723045390024,-0.08529803653407335,0.045125387982105934,0.030625766124991415
20,RL,134.0,17755,Pave,0,1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,3,3,CBlock,2,3,1,4,176,1,0,1290,1466,GasA,3,Y,SBrkr,1466,0,0,1466,0,0,1,1,3,1,1,6,7,2,4,Attchd,1959,3,2,528,3,3,3,0,140,0,0,100,0,0,0,None,0,11,2006,WD,Normal,149900,2932.01,51.12533722599854,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,47,47,0.004092766648863132,0,2,1.8896903835808982,-0.025432622201645484,-0.3199962282069479,-0.029084318294293938,-0.022581001977632593,-0.015648039656639134,0.022829254090138248
